company,added_date,description,website,headcount,employees,country,region,city,url_slug,ownership_type,founded,total_funding_m,last_funding_amount_m,last_funding_date,last_funding_type,last_funding_lead_investor,investor_type,investors,investment_count,company_address,growth_3mo_headcount,growth_6mo_headcount,growth_1yr_headcount,growth_2yr_headcount,growth_3yr_headcount,growth_4yr_headcount,growth_5yr_headcount,growth_3mo_web_traffic,growth_extra_1,growth_extra_2,source_page,source_row,qa_pass,qa_flags
Kardinal,"Jul 28, 2025 12.57 PM","28, 2025 12.57 PM that specializes Kardinal is a logistics optimization company that specializes in Al-driven solutions for_. Al-driven solutions for__.",kardinal.ai,11-50,,France,ile-De-France,Paris,kiirdinalai,Venture Capital,2015,12.6,10.4,,Series,Bgv,nla,Serena,,"Victoire; Paris, Ile-de-France 75009, FR",~1%,32%,7%,3%,14%,128%,128 %,,,,2,63,yes,
Bijak,"Jul 28, 2025 12.57 PM",connects farmers and traders with market: _ Bijak is an agricultural trading company that connects farmers and traders with market _. bijak in bijak.in,,201-500,303,India,Haryana,Gurugram,bijakapp,Venture Capital,2019,33.7,19.4,"Jan 19, 2022",Series,Bertelsmann Multimedia Gr,nla,Omidyar Network,44,"Rd, Gurugram, Haryana 122003; Gurgaon,",~9%,9%,-9%,-16 %,-16%,1%,75%,75 %,791%,,2,64,no,missing_website
ONES.com,"Jul 28, 2025 12.57 PM","Jul 28,2025 12.57 PM company that offers company that offers a comprehensive__ ONES.com is = software development compre ensive ones com",ones.com,201-500,155,United States,(USA),California,San Jose,Venture Capital,2015,109,50,"Sep 21,2021",,,,,26,"San Jose, California, US",~0%,-0%,5%,5 %,4%,108 %,108%,,,,2,65,no,missing_last_funding_type
IndicaOnline POS Software,"Jul 28, 2025 12.57 PM",IndicaOnline specializing cannabis technology solution __ cannabis technology softwar software company company solution _,indicaonline.com,51-200,,United States,(USA),California,Los Angeles,Venture Capital,2011,,,May 2018,Series,nla,nla,nla,,"6464 W Sunset Blvd; Los Angeles, California, US",~6%,6%,7%,-17%,17%,12%,133%,211%,180%,~24%,2,66,yes,
Kleene.ai,"Jul 28, 2025 12.57 PM","28, 2025 12.57 PM ~solutions provider that offers solutions provider that offers Kleene.ai is ~data management ad Al data management and Al range of__ range of_.. kleene:",kleene.ai,51-200,,(UK),United Kingdom,England,London,Venture Capital,2017,16.1,,Nov = 2021,Series,Episode 1 Ventures,Episode,Ventures,,"32-38 Leman Street, Aldgate East; Aldgate East; London,",~5%,5%,-12%,~14%,-14%,~25%,~46%,-46%,6%,-15%,2,67,yes,
FarmERPe,"Jul 28, 2025 12.57 PM",FarmERP ~company that provides innovative farm __ FarmERP is an agriculture technology company that provides innovative farm __ an agriculture technology farmerp com,farmerp.com,51-200,,India,Maharashtra,Pune,farmerp-smart -,Venture Capital,2001,,,"Dec 29, 2019",Series,TechnoGen IT Services Ind,nla,TechnoGen IT Ser,,"Unit No. 17, Znd Floor; Electronic Co-operative Estate Ltd ; Pune",-2%,-18%,-18 %,~15%,-15%,-28%,126%,115%,152%,2%,2,68,yes,
Shop Circle,"Jul 28, 2025 12.57 PM","Jul 28,2025 12.57 PM Shop Circle is e-commerce software solutions: ecommerce software solutions SaaS company specializing in It offers = offers a .",shopcircle.co,201-500,242,United Kingdom,(UK),England,London,Private Equity,2021,245,60,"Feb 24, 2025",Series,645 Ventures,Corporate,Endeavor,26,"London, GB",4%,6 %,6%,32%,310%,505%,000%,,,,2,69,yes,
OptimoRoute,"Jul 28, 2025 12.57 PM",comoanv company that provides solutions for delivery _. that provides solutions for delivery_. Troute optimization software route optimization software,optimoroute.com,51-200,,United States,(USA),California,Palo Alto,Venture Capital,2012,6.5,,Feb 2020,Series,Series A,Congruent Ventures,nla,,"Palo Alto, US",3%,3 %,1%,48%,52%,89%,205%,58 %,58%,,2,70,yes,
JST Group,"Jul 28, 2025 12.57 PM","28, 2025 12.57 PM Shanghai JUSHUITAN Network Technology CO,LTD. co.LTD. is a SaaS provider specializing in e_ SaaS provider specializing in jushuitan com",jushuitan.com,"1,001-5,000",,China,Shanghai,Shanghai,%e4%b8%8a%e6_.,Private Equity,2014,205.7,100,Jun 2020,Series,Series C,Blue Lake Capital,Corporate,100,"Shenchang Road 990; Shanghai, 200000, CN",18 %,18%,,,,,,,,,2,71,yes,
KiotViet,"Jul 28, 2025 12.57 PM",KiotViet Corporation provider specia alizing i technology solutions management: kiotviet.vn,,"1,001-5,000",,nla,Vietnam,Hanoi,Hanoi,Private Equity,2014,35,,"Aug 31, 2021",,,,,35,"Aug 31, 2021",,,,,,,,,,,2,73,no,missing_website | missing_last_funding_type
Syrup Tech,"Jul 28, 2025 12.57 PM",specializing in Al-driven inventory_ technology company,syrup.tech,11-50,,United States,(USA),New York,New York,Venture Capital,2020,25.1,17.8,"Nov 30, 2023",Series,1984 Ventures,nla,Harvard Innovatiol,,"52 Mercer Street; New York; NY 10013, US",-2%,~9%,-9%,71%,220%,700%,-53%,,,,2,76,yes,
Polestar Analytics,"Jul 28, 2025 12.57 PM",Polestar Solutions specializing in Al and analytics solutions consulting firm tor .,polestarllp.com,"501-1,000",623,United States,(USA),Texas,Dallas,Venture Capital,2012,,,Jan 2022,Series,nla,nla,nla,,"4131 NCX; Suite 900; Dallas, Texas 75204,US",-23%,,,,,,,,,,2,77,yes,
byrd,"Jul 28, 2025 12.57 PM",Byrd [ commerce fulfillment services. logistics company specializing offers _,getbyrd.com,201-500,144,Austria,Vienna,Vienna,byrd,Venture Capital,2016,82.9,55.8,May 2022,,,,,26,"Wiedner HauptstraBe 24; 12a; Vienna, Wien 1040, AT",-7%,~4%,4%,-29%,~37%,65%,200%,,,,2,78,no,missing_last_funding_type
IdeaSoft Yazilim,"Jul 28, 2025 12.57 PM",IdeaSoft is an e-commerce solutions provider that offers range cpricec including,ideasoft.com,201-500,245,Turkey,istanbul,Ayazaga,ideasoft-yaz-,Venture Capital,2005,29,,"Apr 30, 2012",Series,inventures,nla,inventures,29,"Cumhuriyet Mah: Libadiye Cad. Cimen Sok No:2; Istanbul,",0%,9%,15%,29%,75%,-32%,,,,,2,81,yes,
Unikt larande,"Jul 28, 2025 12.57 PM",Unlkum ' that offers - is an educational technology provider comprehensive platform for .,unikum.net,11-50,,Sweden,Stockholm,Stockholm,uulikum---net-ab,Venture Capital,2005,40,,"Oct 3, 2019",Series,Jce,Corporate,Jce,40,"Hammarby Kaj 14; 4; Stockholm, Stockholms Ian 12030, SE",-2%,29%,37%,,,,,,,,2,82,yes,
Dexory,"Jul 28, 2025 12.57 PM",in warehouse automation and analytics. The _ ' technology company specializing,dexory.com,51-200,155,United Kingdom,(UK),England,London,Venture Capital,2015,118,80,"Sep 30, 2024",Series,Atomico,nfa,Latitude Ventures,80,"Portobello; London; W1O 5JJ, GB",4%,41%,31%,162%,550%,,,,,,2,84,yes,
Threekit Visual Commerce,"Jul 28, 2025 12.57 PM",specializing in 3D product configuration and_ Threekit is visual commerce company,threekit.com,51-200,,United States,(USA),Illinois,Chicago,Venture Capital,2018,100,,Nov 2021,Series,Isai,nla,ServiceNow,100,"Wacker Dr; Chicago, Illinois 60606,US",2 %,5%,2%,~31%,-17%,16 %,-29%,,,,2,86,yes,
GreenPocket GmbH,"Jul 28, 2025 12.57 PM",GreenPocket GmbH F energy management solutions company specializing They . ~offer,greenpocket.com,11-50,,Germany,nla,nla,eenpocket-gmbh,Venture Capital,2009,11.6,3.6,"Aug 29, 2018",,,,,,"SchanzenstraBe 6-20, Labor 3.09; Koln; 51063, DE",18 %,25%,22%,~2%,~4%,-47%,,,,,2,89,no,missing_last_funding_type
Taxdoo,"Jul 28, 2025 12.57 PM",software provider that specializes tay consulting = and accounting VAT _,taxdoo.com,51-200,126,Germany,Hamburg,Hamburg,xdoo,Venture Capital,2016,86,64.6,"Dec 15, 2021",Series,Accel,Corporate,Visionaries Club,86,"Alter Wandrahm 13; Hamburg, HH 20457, DE",4%,-10%,-11%,-16 %,~39%,34%,500%,24%,,,2,90,yes,
tettballas,"Jul 28, 2025 12.57 PM",BALLAS is a construction materials supplier that focuses on optimizing the procurement__ ballas.biz,,51-200,,Japan,Tokyo,Chuo,City,Venture Capital,2022,12.3,7.7,Apr 2025,Series,nla,nla,The Hokkoku Banl,,,12%,125%,800%,,,,,,,,2,92,no,missing_website
Jungheinrich company,"Jul 28, 2025 12.57 PM",arculus is a technology company in the development = high-€ end mobile robo specializing,arculus.de,51-200,,Germany,Bavaria,Munich,arculus-gmbh,Venture Capital,2016,17.5,,May 2020,Series,Atomico,nla,Hello Tomorrow,,"BalanstraBe 73; Haus 10; Munich, Bavaria 81549, DE",2%,3%,7%,27%,-71%,,,,,,2,93,yes,
Rundoo,"Jul 28, 2025 12.57 PM",Rundoo is point-of-sale solutions tailored for paint and_ software company that provides,getrundoo.com,11-50,,United States,(USA),California,Redwood City,Venture Capital,2021,,,"May 31, 2024",Series,Bessemer Venture Partners,nla,Plug =,,"94063, US",15%,22%,144%,193%,340%,100%,41%,,,,2,94,yes,
Voxware,"Jul 28, 2025 12.57 PM",specializing a technology solutions provider voice automation and__,voyiare.com,51-200,,United States,(USA),New Jersey,Hamilton,,1993,7.8,,"Apr 23, 2014",Series,nla,nla,Edison Partners,,"3705 Quakerbridge Road; Suite 210; Hamilton, NJ 08619,US",2%,-24%,-26%,,,,,,,,2,96,yes,
Corevist,"Jul 28, 2025 12.57 PM",Corevist; Inc. is a B2B software company that specializes providing integrated.,corevist.com,51-200,,United States,(USA),North Carolina,Raleigh,Other Financial,2008,8.2,,"Apr 20,2022",Series,Halstatt,nla,Jurassic Capital,,7474 Creedmoor Road; #108;,5%,2%,2 %,-10%,-26%,332%,~48%,,,,2,98,yes,
Tulip,"Jul 28, 2025 12.57 PM",Tulip is a retail technology provider specializing in clienteling and point = sale. tulip. com,,51-200,236,HI Canada,Ontario,Kitchener,tulip-retail,Venture Capital,2013,79.2,,,,,,,,"4X8, CA",2 %,6 %,10%,~2%,30%,-38%,-11%,,,,2,100,no,missing_website | missing_last_funding_type
Fergus,"Jul 28, 2025 12.57 PM",Fergus is ~provider that offers solutions for trades. job management software,fergus.com,51-200,,New Zealand,Auckland,Auckland,fergus-software -,Venture Capital,2012,17.7,,Jun 2022,Series,Evp,nla,Octopus Ventures,,"65 New North Road, Eden Terrace; Auckland, Auckland 1021, NZ",-8 %,6 %,-12%,10%,30%,23%,,,,,2,101,yes,
Parabola,"Jul 28, 2025 12.57 PM",~data automation and process management___ SaaS provider specializing,parabola.io,11-50,,United States,(USA),California,San Francisco,Venture Capital,2017,34.2,,"Jun 27,2023",Series,Abstract,nla,Matrix,,"San Francisco, CA, US",1%,17%,44%,54%,51%,58 %,100%,6 %,,,2,102,yes,
Pbal (1tz) @T0ST04&,"Jul 28, 2025 12.57 PM",chain management company that specialize._ PMER (Huimin) logistics and supply,huimin.cn,11-50,139,China,Liaoning,Liaoning,Chaoyang;,Private Equity,2013,516.9,224.9,Sep 2019,Series,China Renaissance #454,Corporate,#eeur6tji',,"QA6A,1L5, CN",75 %,1%,0%,-63%,-66 %,-50%,,,,,2,105,yes,
CoLab Software,"Jul 28, 2025 12.57 PM",specializes CAD collaboratior software company that and design__.,colabsoftware.com,51-200,139,FI Canada,Newfoundland,And Labrador,Gaultois,Public,2017,47.5,3.9,"Mar 18,2025",Series,Hebron Project,nla,Insight Partners,,"SN8, CA",8%,16 %,34%,56%,63%,208%,379%,225%,,,2,106,yes,
20Cube Logistics,"Jul 28, 2025 12.57 PM",provides comprehensive supply chain. logistics company tha,2ocube.com,"501-1,000",902,Singapore,nla,nla,2ucube-logistics,Private Equity,2011,,,"Feb 28, 2019",Series,sentorinvestments comau,nla,credence-investm,,"Singapore, 068809_",2 %,11%,15%,32%,61%,100%,116 %,~25%,,,2,107,yes,
MixCart,"Jul 28, 2025 12.57 PM",MixCart is procurement automation for the restaurant_ software provider specializing in mixcart ru,,51-200,,Russia,Moscow,Moscow,mixcart,Venture Capital,2016,,,"Dec 31, 2020",Series,nla,nfa,nla,,"70 Privolnaya Str:; Moscow, Moscow 184020, RU",11%,25%,-9%,42%,-24%,,,,,,2,109,no,missing_website
Foyr,"Jul 28, 2025 12.57 PM",Foyr i that provides innovative tools for interior __. an interior design software company,foyr.com,51-200,169,United States,(USA),New York,New York,Venture Capital,2015,9.7,,"Jul 16, 2018",Series,jllcom,nla,Astarc Ventures,,"37-05 74th Ave; 3rd Floor Jackson Heights,; New York; NY, US",~2%,4%,5%,8 %,-4%,-3%,-12%,0%,,,2,110,yes,
Whimsical,"Jul 28, 2025 12.57 PM","Whimsical is provides digital tools for product teams, software company that",whimsical.com,11-50,,United States,(USA),Colorado,Denver,Venture Capital,2017,30,,"Oct 31, 2021",Series,Accel,Corporate,Accel,30,"Denver; Colorado, US",~4%,2%,2 %,-2%,~25%,17%,122%,344%,-19%,,2,111,yes,
Actio Brasil,"Jul 28, 2025 12.57 PM",Actio Software specializes providing management software company that,actiosoftware.com,51-200,86,Brazil,Minas Gerais,Belo Horizonte,aritiosoftware,Venture Capital,2005,,,"Aug 31, 2022",Series,nla,nla,Falconi,,"Gerais 31110-230, BR",3%,7%,32%,62%,,,,,,,2,113,yes,
Industrial Wireless Automation,"Jul 28, 2025 12.57 PM",specializing in industrial automation. They_ Coretigo technology solutions provider,coretigo.com,51-200,,Israel,Center,Netanya,ctretigo,Corporate,2017,66,,"Jun 27,2023",Series,Amazon Industrial Innovatic,nla,Lenovo,66,"Giborey Israel 5; Netanya, 4250405",-18 %,-23%,~36%,~49%,-48%,~31%,,,,,2,114,yes,
awork,"Jul 28, 2025 12.57 PM",awork is tracking software provider that offers tools - project manageme and time aworkio,,11-50,,Germany,Hamburg,~Hamburg,aivork-io,Venture Capital,2021,7.4,,"Jan 17, 2023",Series,Hi Inov - Dentressangle,nfa,Swiss Post Ventur,,"GroBer Burstah 36/38; Hamburg, DE",10%,104%,230%,,,,,,,,2,115,no,missing_website
Impact Analytics,"Jul 28, 2025 12.57 PM",specializing Al-powered solutions for retai_. technology company,impactanalytics.co,"501-1,000",694,United States,(USA),New York,New York,Venture Capital,2015,76.7,65,May 2025,Series,Blue Cloud Ventures,Corporate,Vistara Growth,65,"368, 9th Avenue; 11-103; New York, New York 10001, US",7%,14%,31%,74%,132%,199%,224%,-12%,,,2,117,yes,
Quincus,"Jul 28, 2025 12.57 PM",specializes Quincus is logistics technology provider that Al-driven solutions supply__,quincus.com,201-500,,Singapore,nla,nla,lincus,Venture Capital,2014,34,,"Apr 27,2024",Series,nla,nla,alteracapital com,34,"068914, SG",~7%,-16%,-24%,~38%,~50%,-12%,47%,~84%,,,2,118,yes,
Petpooja,"Jul 28, 2025 12.57 PM",Prayosha Food Services Private Limited is restaurant technology provider specializing,petpooja.com,,,,,,,Public,2011,8.9,4.5,"Nov 14, 2021",Series,Aroa Venture Partners,nfa,udaan.com,130,"3rd Floor; Gopal Palace; Nehrunagar; Ahmedabad,",11%,20%,34%,77%,160%,395%,596 %,,,,2,119,yes,
Dropit,"Jul 28, 2025 12.57 PM",Dropit is offers omnichannel fulfillment solutions and_ retail technology provider that dropit shop,,51-200,,United Kingdom,(UK),nla,nla,Other Financial,2016,49.8,24.8,Nov 2022,Series,vault-invcom,nla,vault-inv.com,,"Regent Street; United Kingdom , GB",-2%,3%,-10%,~25%,-19%,-23%,,,,,2,121,no,missing_website
Pico,"Jul 28, 2025 12.57 PM",Pico MES is a technology solutions company that specializes in digital manufacturing_,picomes.com,11-50,,United States,(USA),California,San Francisco,Venture Capital,2017,16.1,12.3,"Aug 21, 2023",Series,Congruent Ventures,nla,Congruent Venture,,"San Francisco, CA 94116, US",~3%,~31%,-31%,~15%,6 %,28%,77%,433%,134%,,2,122,yes,
EASANTJRRA,"Jul 28, 2025 12.57 PM","Mabang Technology Co , Ltd. comoanv specializing in cross ;-border e .. software",mabangerp.com,"501-1,000",,China,Shanghai,Minhang,mabangerp,Venture Capital,2010,77.2,44.2,"May 15, 2022",Series,MNTtz VRMTJRRA ],nla,Srmrt12,,"May 15, 2022",-13%,~7%,-8 %,,,,,,,,2,123,yes,
TrusTrace,"Jul 28, 2025 12.57 PM",software provider that specializes supply chain traceability solutio,trustrace.com,51-200,175,Sweden,Stockholm,Stockholm,tr istrace,Private Equity,2016,31.6,23.9,"Jan 17, 2024",Series,Circularity Capital,nla,Industrifonden,,"Central Stockholm; Stockholm, SE",3%,5%,17%,52%,76%,173%,464%,-19%,,,2,126,yes,
LogicLadder,"Jul 28, 2025 12.57 PM",LogicLadder E provider that offers solutions for energy_. sustainability software,logicladder.com,51-200,,India,Haryana,Gurugram,logicladder,Venture Capital,2011,2.8,2.5,Jun 2024,Series,Rainmatter by Zerodha,nla,JioGenNext,,"Unitech Cyber Park; Sector 39; Gurugram,",-10%,24%,60%,26 %,32%,,,,,,2,127,yes,
Proton.ai,"Jul 28, 2025 12.57 PM",Proton providing Al-powered CRM and sales providing Al-powered CRM and sales: software company that specializes,proton.ai,11-50,,United States,(USA),Massachusetts,Cambridge,Venture Capital,2018,20,20,"Jan 17, 2022",Series,Abstract,nla,bossa,20,"160 Alewife Brook Pkwy; #1147; Cambridge, Massachusetts",6 %,12%,34%,44%,72%,313%,8 %,,,,2,129,yes,
Coefficient,"Jul 28, 2025 12.57 PM","Jul 28,2025 12.57 PM ~company that provides tools for connecting _. company thaj Coefficient is provides tools for connecting _ data automation software",coefficient.io,51-200,,United States,(USA),California,Palo Alto,Venture Capital,2020,24.7,,Nov 2022,Series,Battery Ventures,Corporate,S28capital com,,"Palo Alto, CA 94301, US",6 %,3%,3 %,17%,60%,214%,407%,725%,-0%,0%,2,130,yes,
Zthonline,"Jul 28, 2025 12.57 PM","7thonline, Inc. is a SaaS provider specializing Zthonline, Inc. in demand planning and inventory _. demand planning and SaaS provider inventorv_. 'specializing",zthonline.com,201-500,,United States,(USA),New York,New York,Private Equity,1999,23,,"Sep 30, 2001",Series,Chazen Capital Partners,nla,Stonehenge Capit;,23,"New York, NY 10018, US",8%,4%,~7%,-7%,-10%,-23%,~36%,-36%,~0%,0%,2,131,yes,
AfterShip,"Jul 28, 2025 12.57 PM","28, 2025 12.57 PM AfterShip is AfterShip E eCommerce solutions, offering software for_ eCommerce solutions, offering software for__. SaaS company specializing in",aftership.com,201-500,341,Singapore,nla,nfa,nla,Private Equity,2012,69,39,"Apr 21, 2021",Series,Tiger Global,nfa,nla,39,"Singapore, SG",3%,2%,2 %,23%,91%,251%,520%,,,,2,132,yes,
InstaFreight,"Jul 28, 2025 12.57 PM",InstaTechnologies GmbH is a logistics InstaTechnologies CmbH is technology provider that offers logistics digital_.,instafreight.de,,,,,,,Other Financial,2016,75.2,20,Mar 2022,Series,European Investment Bank,nla,European Investm,20,"OranienstraBe 25; Berlin, 10999, DE",-35%,35%,-58%,-68%,-59%,-38%,,,,,2,133,yes,
Remarcable,"Jul 28, 2025 12.57 PM",JJul 28 2025 12.57 PM that offers services in procurement; tool__. that offers services business solutions provider procurement; tool_.,remarcable.com,51-200,,United States,(USA),Ohio,Cleveland,Private Equity,2018,,,Jun: 2025,Series,Insight Partners,nla,Insight Partners,,"Cleveland Area; Cleveland, Ohio, US",26%,51%,82%,194%,562%,550%,,,,,2,134,yes,
Tajir,"Jul 28, 2025 12.57 PM",provides an online platform for independent_ provides an online platform for independent_. Tajir is a retail distribution company that tajirapp,tajir.app,11-50,241,Pakistan,Punjab,Lahore,tajir-app,Venture Capital,2018,18.9,23,Jun 2021,Series,aavcf.com,nla,Flexport,23,"Gulberg; Lahore, Punjab 54000,PK",1%,~6%,~6 %,6%,6 %,~2%,2%,47%,346%,506 %,2,135,yes,
Aforza,"Jul 28, 2025 12.57 PM",~solutions for the consumer products industr _. solutions for the consumer products industr _. Aforza is software company specializing in,aforza.com,51-200,70,(UK),United Kingdom,England,London,Venture Capital,2019,22,,"Aug 11, 2021",Series,Bonfire Ventures,nla,DN Capital,22,"London, SET 7LY, GB",1%,11%,4%,55%,204%,40%,,,,,2,137,yes,
WSWX#RITTRA,"Jul 28, 2025 12.57 PM",Hoteam Software specializing in software solutions for produc__ C _ ETae technology company Fe,hoteamsoft.com,"501-1,000",,China,Shandong,~Jinan,%es%blbl%ea__,Venture Capital,1993,106.6,13.9,"Jun 19, 2023",Series,China Internet Investment F,nla,Harvest Capital,,"Jun 19, 2023",48%,4%,84%,-33%,-19%,,,,,,2,138,yes,
plancraft,"Jul 28, 2025 12.57 PM",cloud-based solutions for tradespeople and_. Plancraft is software company that provides,plancraft.de,51-200,104,Germany,Hamburg,Hamburg,plancraft-software,Venture Capital,2020,15.1,,Jun 2024,Series,BitStone Capital,nla,xdeck,,"Flora-Neumann-StraBe 6; Hamburg; 20357, DE",18 %,42%,141%,235%,642%,055%,-94%,,,,2,175,yes,
Rebuy Engine,"Jul 28, 2025 12.57 PM",Rebuy specializing white-collar service company ecommerce personalization __.,rebuyengine.com,51-200,122,United States,(USA),New York,New York,Venture Capital,2017,21.4,,"Feb 23,2023",Series,Dynamism Capital,nla,Apple Core Holdin,,"Distributed, US",0%,1%,2%,16%,134%,120%,000%,-13%,,,2,178,yes,
LBB,"Jul 28, 2025 12.57 PM",LBB is a technology company that specializes in mobile ordering solutions for the food__,ibb.co,201-500,,nla,~Japan,Osaka,Osaka,Venture Capital,2018,2.3,,Feb 2022,Series,nla,nla,() Z7ls,,,,,,,,,,,,,2,180,yes,
Kiddom,"Jul 28, 2025 12.57 PM",Kiddom is an educational technology provider that offers comprehensive digital curriculu__.,kiddom.co,51-200,185,United States,(USA),California,San Francisco,Venture Capital,2015,56.5,,"Aug 12, 2021",,,,,,"San Francisco, California, US",20%,33%,34%,112%,101%,172%,262%,-29%,,,2,182,no,missing_last_funding_type
Crofarm,"Jul 28, 2025 12.57 PM",company that connects farmers with __. Crofarm Agriproducts Pvt Ltd is an agri-tech,crofarm.com,"501-1,000",,India,Haryana,Gurugram,crofarm,Private Equity,2016,29.3,25.5,"Dec 12, 2021",Series,WestBridge Capital,nla,India Accelerator,,"37 Arjun Marg; DLF Phase 1; Gurgaon; Haryana 122002, IN",~8 %,-12%,-16%,-16 %,-10%,2%,66 %,150%,,,2,184,yes,
Mushiny Intelligence,"Jul 28, 2025 12.57 PM",Mushiny is a robotics company specializing in intelligent logistics solutions: They provide .,mushiny.com,201-500,,China,Jiangsu,Suzhou,mushiny-,Venture Capital,2016,,,"Jul 13, 2022",Series,topping-capital com,nla,topping-capital.co,,"Suzhou Industry Park Xingpu Road #333; Suzhou, Jiangsu; CN",~1%,33%,3%,6%,54%,192%,310%,446%,,,2,186,yes,
Increff,"Jul 28, 2025 12.57 PM",Increff is a retail technology company that specializes in providing software solutions increffcom,,201-500,265,United States,(USA),New York,Ulster Park,Private Equity,2016,33,,"Feb 18, 2022",Series,021.capital,nla,021.capital,33,"Ulster Park; New York 12487, US",33%,41%,-1%,0%,-16 %,117%,208%,-8%,,,2,188,no,missing_website
Ankorstore,"Jul 28, 2025 12.57 PM",connects independent brands with retailers_. wholesale distributor that,ankorstore.com,"501-1,000",242,France,ile-De-France,Paris,arikorstore,Private Equity,2019,421.8,283.3,Jan 2022,Series,Aglae Ventures,nla,bondcap.com,,"Paris, Paris 75002, FR",-9%,-16%,-29%,29%,-51%,-68 %,81%,796%,~24%,,2,190,yes,
ShippyPro,"Jul 28, 2025 12.57 PM",ShippyPro is a shipping software provider that offers solutions for commerce businesses .,shippypro.com,51-200,,Italy,Tuscany,Florence,shippypro,Venture Capital,2016,20,,Nov 2023,Series,Five Elms Capital,nla,Five Elms Capital,20,"Via delle Cascine, 35; Florence, Tuscany 50144, IT",-4%,-8%,4%,-14%,1%,64%,245%,6%,,,2,191,yes,
LINGXING Network Technology,"Jul 28, 2025 12.57 PM",Lingxing ERP is a software company specializing providing ERP solutions for ..,lingxing.com,"501-1,000",,China,Guangdong,Shenzhen,%e6%b7%b1%e5_,Venture Capital,2017,,,"Dec 14, 2021",,,,,,"Dec 14, 2021",19%,184%,,,,,,,,,2,192,no,missing_last_funding_type
6a5x,"Jul 28, 2025 12.57 PM",Kujiale is provides online 3D design tools for design software company that home .,kujiale.com,"501-1,000",273,China,Zhejiang,Hangzhou,%e9%85%b7%e5_,Venture Capital,2011,234.8,100,"Oct 24, 2019",,,,,39,"EMYDi-10-13F; #E, MHi 310000, CN",41%,~1%,5%,1%,56 %,,,,,,2,194,no,missing_last_funding_type
Outbuild,"Jul 28, 2025 12.57 PM",Outbuild is specializes software company that construction scheduling and:_,outbuild.com,51-200,,United States,(USA),California,San Francisco,Venture Capital,2021,14.8,,"Nov 11, 2024",Series,Bgv,nla,Manutara Venture:,,"2021 Fillmore St; San Francisco, California 94115, US",9%,27%,84%,7%,,,,,,,2,195,yes,
dtzumitiXTJRRA,"Jul 28, 2025 12.57 PM","Beijing Winchannel Software Technology Co , Ltd. is a software solutions provider _",winchannel.net,51-200,,China,Beijing,Haidian,"%e5%8c""97%e4_",Venture Capital,2000,,,"Nov 15, 2010",Series,Intel Capital,nla,Intel Capital,,"XRE, 1L5, CN",33%,1%,4%,~24%,~36%,-19%,,,,,2,196,yes,
Khulal,"Jul 28, 2025 12.57 PM",Khula digital solutions for farmers and buyers an agri-tech platform that provides Ath;;,khula.co,11-50,,South Africa,Gauteng,Johannesburg,ktiulaagriculturete __.,Venture Capital,2016,8.7,6.8,"Mar 2, 2025",Series,Absa Group,nla,AECI Limited,,"Bompas Road Dunkeld West; Johannesburg, Gauteng 2191,",21%,31%,78%,78 %,66 %,85 %,138 %,455%,-14%,,2,197,yes,
Fluent Commerce,"Jul 28, 2025 12.57 PM",~specializing order management and::. software company fluentcommerce con,,51-200,136,United States,(USA),nla,nla,Venture Capital,2013,28.8,22.3,"Aug 5, 2019",Series,ArdenPoint,nla,ArdenPoint,,"Level 5, 68 Harrington St; The Rocks, New South Wales 2000,",~2%,-8%,~17%,-17%,~20%,46%,97%,71%,,,2,198,no,missing_website
GreyOrange,"Jul 28, 2025 12.57 PM",specializing in warehouse automation and _ GreyOrange is a technology company,greyorange.com,"501-1,000",968,(USA),United States,Georgia,Roswell,Venture Capital,2012,436.8,135,"Dec 19, 2023",,,,,135,"120; Roswell, Georgia 30076, US",0%,3%,5%,10%,38%,64%,-10%,,,,3,1,no,missing_last_funding_type
HostBooks Limited,"Jul 28, 2025 12.57 PM",HostBooks is a business automation solutions provider that offers range of software _.,hostbooks.com,201-500,306,India,Haryana,Gurugram,Astbooksindia,Venture Capital,2009,,,"Dec 15, 2024",,,,,,"18; Gurugram, Haryana 122015,IN",1%,9%,8%,8 %,31%,93%,81%,80%,-36%,,3,4,no,missing_last_funding_type
dataplor,"Jul 28, 2025 12.57 PM",dataplor is a location intelligence provider that offers comprehensive data solutions to _.,dataplor.com,51-200,,(USA),United States,Florida,Boca Raton,Venture Capital,2017,37.9,20.5,"Jun 2, 2025",,,,,,"1200 N Federal Hwy; Boca Raton; Florida 33432, US",12%,17%,32%,45%,94%,72%,131%,-32%,,,3,6,no,missing_last_funding_type
Emulate,"Jul 28, 2025 12.57 PM",Emulate Energy is an energy technology company ' specializing in residential energy _ emulate energy,,11-50,,Sweden,Skane,Lund,ernulate-energy,Venture Capital,2020,5.5,,"Apr 1, 2025",Series,Course Corrected,nia,Helen Ventures,,"Lund, 02446, SE",7%,36%,36 %,57%,412%,,,,,,3,7,no,missing_website
Frontify,"Jul 28, 2025 12.57 PM",Frontify is a brand management software company that offers solutions for organizing_,frontify.com,201-500,316,Switzerland,St. Gallen,St. Gallen,fr ontify,Private Equity,2013,80.6,36,,,,,,36,"Unterstrasse 4; St Gallen, St Gallen 9000, CH",3%,5%,11%,68 %,141%,13%,,,,,3,9,no,missing_last_funding_type
